Safe Haven Foundation of Canada, 403-612-1885, carolyn@safehavenfoundation.ca, www.safehavenfoundation.ca, VariouslocationsCalgaryABT2V1K2 
Scottish Rite Charitable Foundation Learning Centre, 403-818-5151, davidhochman337@gmail.com, www.srcf.ca                       www.srcflcc.org, unit103,2915-21stStreetN.E.CalgaryABT2E7T1 
Seniors Secret Service Society, 403-257-8339, coordinator@seniorssecretservice.com, www.seniorssecretservice.com, 4534ManillaRdSECalgaryABT2G4B7 
Seniors for Kids, 403-861-4558, info@seniorsforkids.ca, seniorsforkids.ca, Box5,Site13,RR1CochraneABT4C1A1 
Shaganappi Nordic Operations Club (SNO), 403-390-1037, allandhicks@gmail.com, Shaganappi Nordic Operations Club-SNO, 3927-12thAveS.W.Alb.CalgaryABT3C0S9 
Seniors on the Bow of Cochrane and Area Society, 403-932-6002, sotbcentre@gmail.com, http://www.cochrane.ca/seniors, 2ndFloor,800GriffinRoadEastCochraneABT4C1B1 
Share the goods., 123-456-7890, hello@sharethegoods.ca, https://www.instagram.com/share.the.goods/, nophysicaladdresscalgaryABT2T1G9 
Sagesse Domestic Violence Prevention Society (D.B.A.: Sagesse), 403-234-7337, amy@sagesse.org, , 240,1509CentreStreetSWCalgaryABT2G2E6 
Sewing Seeds Canada, 403-804-7155, grams.kelly@gmail.com, sewingseedscanada.com, 41235AveNECalgaryABT2E2K7 
SIDS Calgary Society, 403-265-7437, sidscalgarysociety@gmail.com, https://sidscalgary.ca/, P.O.Box84084RPOMarketMallCalgaryABT3A5C4 
Sankofa, 403-805-5334, sankofacalgary@gmail.com, m.me/sankofafoundation, 1709-8thAveNECalgaryABT2E0S9 
RVS Adult Learning, 403-945-4114, tklappe@rockyview.ab.ca, https://adultlearning.rockyview.ab.ca, 2651ChinookWindsDr.S.W.AirdrieABT4B0B4 
SHARP Foundation, 403-272-2912, d.kawooya@thesharpfoundation.com, www.theSHARPfoundation.com, 5717-2StreetSW,SuiteA023CalgaryABT2H0A1 
Salvation Army Community Services (Calgary), The, 403-410-1109, jamie.hogg@salvationarmycalgary.org, www.salvationarmycalgary.org, TheSalvationArmyCentreofHope420-9thAvenueSECalgaryABT2G0R9 
Second Story Art Society (TRUCK Contemporary Art in Calgary), 403-261-7702, engagement@truck.ca, www.truck.ca/, 200910AveSWCalgaryABT3C0K4 
Shock Trauma Air Rescue Service (STARS) Foundation, 403-516-2762, volunteer@stars.ca, stars.ca, 1441AviationParkNECalgaryABT2E8M7 
Silvera for Seniors (formerly MCF Housing for Seniors), 403-472-5174, volunteer@silvera.ca, www.Silvera.ca, 1171BowValleyLaneNECalgaryABT2E8B1 
Simply Compassion Advocacy Society, 403-560-4403, simplycompassionadvocacy@gmail.com, www.seniorcareokotoks.com, 21SheepRiverHeathOkotoksOkotoksABT1S1T7 
Sanctuary Coffee (at Knox United Church), 403-269-8382, volunteer@sanctuary4yyc.com, sanctuarycoffeeyyc.com, SanctuaryCoffee(atKnoxUnitedChurch)5064thStSWCalgaryABT2P1S7 
Silver Linings Foundation, 403-536-4025, hello@silverliningsfoundation.ca, www.silverliningsfoundation.ca, Home-based(volunteer'slocation)CalgaryABT2T1Z5 
Salem Acres Bible camp, 403-773-2226, camps@salemacres.ca, https://www.salemacres.ca/, SalemAcresBibleCampP.O.Box84129MarketMallRPOCalgaryABT3A5C4 
Science Alberta Foundation, 587-227-2817, crothwell@mindfuel.ca, , 351233StreetNorthwest,#Suite260#Suite260CalgaryABT2L2A6 
Sage Theatre Society, 403-264-7243, volunteer@sagetheatre.com, http://sagetheatre.com, VariousCalgaryABT2N4S6 
Shakespeare Company Theatre in the Round Guild, 403-852-2273, ayla@shakespearecompany.com, www.shakespearecompany.com, VertigoTheatre-Studio161,1159thAveSECalgaryABT2G0P5 
