Canadian Liver Foundation, 403-276-3390, twiebe@liver.ca, www.liver.ca, Suite309,1010-1AvenueNECalgaryABT2E7W7 
Carewest, 403-943-8170, empserv@albertahealthservices.ca, http://carewest.ca/dir/volunteering/, VariousCarewestLocationsMainOffice:10301SouthportLaneSWCalgaryABT2W1S7 
Canadian Club Calgary, 403-831-3566, President@canadianclubcalgary.ca, http://canadianclubcalgary.ca/, POBox574,STNMCalgaryABT2P2J2 
Centre for Newcomers, 403-539-5854, e.mew@centrefornewcomers.ca, www.centrefornewcomers.ca, Unit1010,999-36thStreetNECalgaryABT2A7X6 
Centre for Suicide Prevention, 403-245-3900, akash@suicideinfo.ca, https://www.suicideinfo.ca/, Suite320,10512AvenueS.E.CalgaryABT2G1A1 
Champions Career Centre, 403-265-5374, reception@championscareercentre.org, championscareercentre.org, Suite650,839-5thaveSWCalgaryABT2P3C8 
Cerebral Palsy Kids and Families, 403-205-4935, karen@calgarycp.org, www.calgarycp.org, 1217015MacleodTrailSWCalgaryABT2H2K6 
Catholic Family Service, 403-205-8549, ellyse.lambie@cfs-ab.org, www.cfs-ab.org, 250,707-10AvenueSWCalgaryABT2R0B3 
Canadian Blood Services Youth Committee, 587-890-5827, calgaryyc.vrc@gmail.com, https://www.blood.ca, 200BarclayParadeSWUnit#10CalgaryABT2P4R5 
Canadian Hispanic Village Coop Housing, 403-590-0868, lasamericasvillas.adm@shaw.ca, https://canadianhispanicvillageco-op.ca/, 89LasAmericasVillasNECalgaryABT1Y6Y6 
CAREERS: The Next Generation, 780-239-4817, sjones@nextgen.org, https://www.careersnextgen.ca/, 272512StreetNECalgaryABT2E7J2 
Canadian Blood Services, 403-410-2725, calgaryyc.syp@gmail.com, www.blood.ca, 200BarclayParadeSW#202CalgaryABT2P4R5 
CanLearn Society, 403-686-9300, library@canlearnsociety.ca, https://www.canlearnsociety.ca, 100-1117MacleodTrailSECalgaryABT2G2M8 
Career Match, 403-827-5315, careermatchyyc@gmail.com, https://careermatchalberta.com, 101K1919UniversityDriveNwCalgaryABT2N4T4 
CARE Canada, 403-607-1842, ulrike.thomas@care.ca, https://care.ca/get-involved/councils-care-canada, VariousLocationsCalgaryABT2Z1H4 
Canadian Child Abuse Association, 403-289-8385, aliceg@ccaa.org, www.ccaa.org, P.O.Box42066,AcadiaPostalOutletCalgaryABT2J7A6 
Cerebral Palsy Association in Alberta, 403-219-1573, smccaffrey@cpalberta.com, http://www.cpalberta.com/about-us/opportunities/calgary-volunteers/, 12001-44StSECalgaryABT2Z4G9 
Canadian Parks and Wilderness Society Southern Alberta Chapter (CPAWS SAB), 403-232-6686, volunteersab@cpaws.org, , 88CanadaOlympicRoadSWCalgaryABT3B5R5 
Canadian National Institute for the Blind (CNIB)- Calgary, 403-266-8831, absvolunteers@cnib.ca, www.cnib.ca, 10-11AStNECalgaryABT2E4Z3 
Carya Society of Calgary (formely called Calgary Family Services), 403-205-5281, hr@caryacalgary.ca, caryacalgary.ca, 180,839-5thAvenueSWCalgaryABT2P3C8 
Canadian Mental Health Association (CMHA), 403-297-1700, volunteer1@cmha.calgary.ab.ca, http://cmha.calgary.ab.ca/get-involved-2/volunteer/, #105,10407AveSWCalgaryABT2P3G9 
Canadian Health, Immunization and Learning Development Foundation, 403-978-5586, ed@childfoundation.ca, childfoundation.ca, 66AspenRidgeWaySWCalgaryABT3H5M2 
Canadian Cancer Society, 403-205-3966, volunteer@cancer.ab.ca, www.cancer.ca, 200325ManningRoadNECalgaryABT2E2P5 
Centre for Affordable Water and Sanitation Technology (CAWST), 403-243-3285, volunteers@cawst.org, www.cawst.org, Upper424AviationRoadNECalgaryABT2E8H6 
