Kindred Cochrane, 587-436-2709, kindredcochrane@gmail.com, https://kindredcochrane.com/, CochraneCochraneABT4C2P2 
Kinsmen Club of Calgary, 403-265-4595, volunteers@kinsmenclubofcalgary.com, Www.kinsmenclubofcalgary.com, POBox46066,RPOInglewoodCalgaryABT2G5H7 
Kamala Foundation for Women and Children, 403-874-3683, zachary@kamalafoundation.org, www.kamalafoundation.org, 62ScenicParkCrescentNWCalgaryABT3L1R6 
Junior Achievement Southern Alberta, 403-237-5252, programs@jasouthalberta.org, http://jasab.ca/, 870,10512AvenueSECalgaryABT2G1A1 
Kids Cancer Care Foundation of Alberta, 403-984-1222, stahn@kidscancercare.ab.ca, www.kidscancercare.ab.ca, 57574thStreetSECalgaryABT2H1K8 
Kerby Centre, 403-234-6570, volunteer@kerbycentre.com, www.kerbycentre.com, 11337thAveSWCalgaryABT2P1B2 
Junior League of Calgary, 403-244-5355, jlc@juniorleaguecalgary.com, www.juniorleaguecalgary.org, 51122ndAve.SWCalgaryABT2S0H5 
Jazz Is Society of Alberta, 403-862-7247, bobacton@obairleadership.com, www.jazzyyc.com, 2ndFloor,12309Ave.S.E.CalgaryABT2G0T1 
Kids Help Phone (Calgary Chapter), 403-476-0386, carolina.bejarano@kidshelpphone.ca, www.kidshelpphone.ca, 225-15505StSWCalgaryABT2R1K3 
KidSport Calgary, 403-202-0251, becca@kidsportcalgary.ca, www.kidsport.ca/calgary, 750,24244thStreetSWCalgaryABT2S2T4 
Killarney Glengarry Community Association, 403-604-8709, pres@killarneyglengarry.com, https://www.killarneyglengarry.com, 282828thstS.W.CalgaryABT3E2J3 
Jewish Family Service Calgary, 403-692-6392, jamier@jfsc.org, http://www.jfsc.org, #4205920-1AStreetSWCalgaryABT2H0G3 
The Kidney Foundation of Canada, 403-255-6108, susan.reghenas@kidney.ca, www.kidneymarch.ca, 60071AStreetSWCalgaryABT2H0G5 
Leftovers Foundation, 000-000-0000, help@rescuefood.ca, https://rescuefood.ca, #300,15505StreetSWCalgaryABT2R1K3 
Knight's Cabin, 403-688-4554, info@knightscabin.com, http://www.knightscabin.com/, #275,10011stStreetSECalgaryABT2G5G3 
L'Arche Association of Calgary, 403-930-2271, bford@larchecalgary.org, http://www.larchecalgary.org, 30757AveSWCalgaryABT2H2T6 
Kids Up Front Calgary, 403-444-4318, carissa@kidsupfront.com, http://www.kidsupfrontcalgary.com/, 110,10512AvenueSECalgaryABT2G1A1 
Father Lacombe Care Society, 403-256-4641, info@fatherlacombe.ca, http://www.fatherlacombe.ca/, FatherLacombeCareCentre270ProvidenceBLVDSEProvidenceCareCentre149ProvidenceBLVDCalgaryABT2X0V6 
Lean In Canada - Calgary Chapter, 403-830-1471, Susan.Elford@leanincanada.com, www.leanincanada.com/calgary, VariableCalgaryABT2V2L8 
JDRF, 403-255-7100, ltan@jdrf.ca, http://www.jdrf.ca/locations/alberta-north-west-territories/southern-alberta/, #300172510AvenueSWCalgaryABT3C0K1 
Janus Academy, 403-472-8098, rmpound@gmail.com, http://janusacademy.org/, JanusAcademy2223SpillerRd.S.ECalgaryABT2G4G9 
K O Arts Centre Society of Calgary, 403-242-2472, info@koac.org, http://www.koartscentre.org/, 244034HorizonViewRoadCalgaryABT3Z3M5 
The Kidney Foundation, Southern AB Branch, 403-255-6108, susan.reghenas@kidney.ca, www.kidneymarch.ca, 60071ASTSWCalgaryABT2H0G5 
Theatre Junction GRAND, 403-205-2922, volunteer@theatrejunction.com, http://www.theatrejunction.com/, 6081stSWCalgaryABT2P1M6 
