Ranche at Fish Creek Restoration Society, 403-460-1374, info@bowvalleyranche.com, www.bowvalleyranche.com, 315DeercliffRd.SE.CalagryABT2J5K6 
RTA Parent Association, 403-777-7520, volunteers.rta@gmail.com, , 725MapletonDrSECalgaryABT2J1S1 
Roots of Empathy Calgary, 403-402-3407, claudia.almiron@outlook.com, rootsofempathy.org, 250FerrandDrive,Suite1501TorontoONT2Y2C3 
Prostate Cancer Centre, 403-943-8869, linda.m@prostatecancercentre.ca, www.prostatecacnercentre.ca, 6500-7007-14StSWCalgaryABT2V1P9 
Pumphouse Theatre Society, 403-263-0079, operations@pumphousetheatre.ca, http://www.pumphousetheatre.ca, 2140PumphouseaveswCalgaryABT3C3P5 
Ride to Conquer Cancer, 403-775-4676, albertaridecrew@conquercancer.ca, https://ride.conquercancer.ca/alberta19/rider-hub/crew-and-volunteer/, TBACalgaryABT2P3H6 
RESET Society of Calgary, 403-205-5544, info@resetcalgary.ca, www.resetcalgary.ca , 260,7220FisherStSECalgaryABT2H2H8 
Providence Child Development Society, 403-255-5577, sjarrett@providencechildren.com, www.providencechildren.com, 5232-4thSt.SWCalgaryABT3C2W1 
Prospect Human Services, 403-835-6757, lindsay.rawding@prospectnow.ca, www.prospectnow.ca, (variouslocations)basedat91533rdStNECalgaryABT2A6T2 
PROSTAID Calgary, 403-455-1916, info@prostaidcalgary.org, www.ProstaidCalgary.org, 11337thAveSWCalgaryABT2P1B2 
Quest Theatre Society, 403-264-8575, olivia@questtheatre.org, www.questtheatre.org, 172129AvenueSWSuite#325CalgaryABT2T6T7 
Pumphouse Theatres Society, 403-263-0079, operations@pumphousetheatre.ca, http://pumphousetheatre.ca/, 2140PumphouseAveSWCalgaryABT3C3P5 
Ranchlands Community Association, 403-241-0335, ranchlandscommunity@outlook.com, http://ranchlandscommunity.com/, 7713RanchviewDriveNWCalgaryABT3G2B3 
Rowan House Society, 403-603-5982, volunteer@rowanhouse.ca, www.rowanhouse.ca, HighRiverHighRiverABT1S1M3 
Rosscarrock Hall, 403-242-0212, info@rosscarrock.org, www.rosscarrock.org, 441110AveSWCalgaryABT3C0L9 
Royal City Soccer Club, 800-427-0536, larissa@royalsoccer.com, https://royalsoccer.com/alberta/, POBox30371,RPOChinookCalgaryABT2H2W1 
Rundle School Association of Calgary, 403-975-2525, masterfantuz@gmail.com, , 4120RundlehorndriveNECalgaryABT1Y4W9 
Rethink Breast Cancer, 403-604-1175, janna@smittenweddings.com, https://rethinkbreastcancer.com/rethink-events/boobyball/, HyslopDriveSWCalgaryABT2V3A2 
Ribbon Rouge Foundation, 403-390-8904, info@woezoafrica.com, www.woezoafrica.com, 2058thAvenueS.E.CalgaryABT2G0K9 
Rockyview General Hospital, 403-943-3861, rghvolunteer.resources@ahs.ca, , 700714StreetSWCalgaryABT2V1P9 
The Rainbow Society of Alberta, 780-469-3306, roxanneh@rainbowsociety.ab.ca, https://rainbowsociety.ab.ca, Box1153StationMainCalgaryABT2P2K9 
Quickdraw Animation Society, 403-261-5767, info@quickdrawanimation.ca, www.quickdrawanimation.ca, 201110AveSWCalgaryABT3C0K4 
Run For Little Ones, 604-721-5190, taltanne@ucalgary.ca, runforlittleones.org, 890048AveNWCalgaryABT3B2B2 
Roman Catholic Diocese of Calgary, 403-218-5531, samantha.jones@calgarydiocese.ca, https://www.catholicyyc.ca/, 12017AveSWCalgaryABT2S2T2 
