Ovarian Cancer Canada, 403-277-9444, occcalgary@ovariancanada.org, ovariancanada.org, 1409EdmontonTrailNE,Suite105BCalgaryABT2E3K8 
Open Arms Patient Advocacy Society, 844-548-2747, mmorris@openarmsadvocacy.com, http://www.openarmsadvocacy.com/, CarewestDr.VernonFanning72216AveNECalgaryABT2E6V7 
PARK -Promoting artistsredifining culture, 587-433-3108, volunteer@ourparkonline.com, www.ourparkonline.com, 707FifthStreetSWCalgaryABT2P0Y3 
Prairie Sky Equine Assisted Therapy, 403-813-2076, volunteer.pseat@gmail.com, http://www.pseat.ca, 250079RangeRoad32CalgaryABT3Z1H1 
Pheasants Forever Calgary, 403-995-9960, margo@pfcalgary.ca, www.pfcalgary.ca, DeerfootInnandCasino1150035StSE#1000CalgaryABT2Z3W4 
People for Progress Foundation, 403-605-5563, admin@peopleforprogress.net, peopleforprogressfoundation.com, 303-22890thAveSECalgaryABT2J6P6 
Project Green Villages Africa Institute, 403-473-3679, augustine44pgvai@gmail.com, https://www.pgvai.org, #101,328-10AStreet,NW,CalgaryABT2N1W6 
Prominence Way Retirement Living, 403-727-9400, lifestyle@ProminenceWayRetirement.com, www.prominencewayretirement.com, 905ProminenceWaySWCalgaryABT3H6A8 
Peer Mediation And Skills Training, 403-229-2762, rvlang@aol.com, www.pmast.org, VariouslocationsCalgaryABT2S0H6 
PREP Program, 403-282-5011, curtis@prepprog.org, http://www.prepprog.org/, 200412AveNWCalgaryABT2N1J7 
Open Door Seniors, 403-269-7900, opendoorseniors@gmail.com, , 1307-4StSW(Doorlocatedinthebreezewaybetween1307and1311-4StSW)CalgaryABT2R0X9 
Potential Place Society, 403-216-9253, andrea.taylor@potentialplace.org, www.potentialplace.org, 110-9998StreetSWCalgaryABT2R1J5 
Pregnancy & Infant Loss Support Centre, 403-473-6767, info@pregnancyinfantlosssupportcentre.com, www.pregnancyinfantlosssupportcentre.com, 420780AveNECalgaryABT3J4B9 
Ploughshares Calgary Society, 403-270-7366, office@ploughsharescalgary.ca, www.ploughsharescalgary.ca, 2919-8AveNWCalgaryABT2N1C8 
Peace Africa Alliance Consulting, Educating and Training Centre (PAACET), 403-803-5320, janyce.konkin@paacet.org, www.paacet.org, 2919-8thAvenueN.W.ClosetodowntowninNWCalgaryCalgaryABT2N1C8 
Perfect Attendance Foundation, 403-992-1203, info@PerfectAttendance.ca, https://perfectattendance.ca/, FromYourHomeCalgaryABT3C3X7 
Parkhill Stanley Park Community Association, 403-243-6211, vicepresident@parkhillstanleypark.ca, http://www.parkhillstanleypark.ca, 4013StanleyRoadSWCalgaryABT2S2P5 
Pathways Community Services Association, 403-247-5003, board@pathwayscsa.org, www.pathwayscsa.org, #102,691932AveNWCalgaryABT3B0K6 
Propellus (the Volunteer Centre of Calgary), 403-265-5633, info@propellus.org, http://www.propellus.org, 8025920MacleodTrailSWCalgaryABT2H0K2 
Pride Calgary, 403-536-4077, volunteer@calgarypride.ca, www.calgarypride.ca, PrincesIslandParkCalgaryABT2P2K9 
Operation Eyesight Canada, 403-670-2622, macnicolb@operationeyesight.com, www.operationeyesight.com, 200-4ParkdaleCresNWCalgaryABT2N3T8 
Parkinson Association of Alberta, 403-243-9901, volunteer@parkinsonassociation.ca, www.parkinsonalberta.ca, 1206835RailwayStSECalgaryABT2H2V6 
PALS Pet Access League Society, 403-250-7257, info@palspets.com, palspets.com, 3019-21StreetNECalgaryABT2E7T1 
Outdoor Council of Canada, 587-437-4037, kate.hamilton@outdoorcouncil.ca, www.outdoorcouncil.ca, 365536stNWCalgaryABT2L1Y8 
