Calgary Mental Health Peer Support, 403-801-4253, calgarymentalhealth.camp@gmail.com, , 11NACalgaryABT1Y2R1 
Calgary Military Family Resource Centre, 403-410-2320, cassandra.reeves@calgarymfrc.ca, www.cafconnection.ca/Calgary, 4225CrowchildTrailSWCalgaryABT2T0E9 
Calgary Inter-Faith Food Bank Society, 403-319-0830, airwin@calgaryfoodbank.com, , 500011StreetSECalgaryABT2H2Y5 
Calgary International Film Festival, 403-283-1490, volunteer@calgaryfilm.com, www.calgaryfilm.com, 9998STREETSW,SUITE260CalgaryABT2R1J5 
Calgary Meals on Wheels, 403-243-2836, volunteer@mealsonwheels.com, https://mealsonwheels.com/, 575980AveSECalgaryABT2C4S6 
Calgary International Children's Festival, 403-294-7414, volunteer@calgarykidsfest.ca, http://calgarykidsfest.ca/public/, 2058thaveSECalgaryABT3J0C9 
Calgary Police Foundation, 403-428-8020, mcohen@calgarypolice.ca, http://calgarypolicefoundation.ca/, 511147StNECalgaryABT3J3R2 
Calgary Folk Arts Council, 403-262-8499, info@calgaryfolkartscouncil.ca, folkartsyyc.org, 306,8144thAveSWCalgaryABT2P3G8 
Calgary Nordic Alliance Association, 403-803-1110, volunteer@nordicalliance.ca, www.nordicalliance.ca, ConfederationParkGolfCourse,3204CollingwoodDr(NW)ShaganappiPointGolfCourse,120026St(SW)CalgaryABT2L0R6 
Calgary Marathon, 403-978-8535, volunteer@calgarymarathon.com, calgarymarathon.com, CalgaryStampedeGroundsandareaCalgaryABT2P2H9 
Calgary Outlink Centre for Gender and Sexual Diversity, 403-234-8973, info@calgaryoutlink.ca, http://www.calgaryoutlink.ca, 103,22312AvenueS.W.CalgaryABT2R0G9 
Calgary Girls Choir, 403-686-7444, office@calgarygirlschoir.com, www.calgarygirlschoir.com, 203526AStreetSWCalgaryABT3E2B9 
Calgary Fringe Festival, 403-451-9726, volunteer@calgaryfringe.ca, www.calgaryfringe.ca, 3RiverwoodCloseSECalgaryABT2C3Z4 
Calgary Performing Arts Festival, 403-283-6009, corrieann@cpafestival.ca, www.cpafestival.ca, 201-70035thStreetSECalgaryABT2H2G2 
Calgary Immigrant Women's Association, 403-517-8830, volunteer@ciwa-online.com, https://www.ciwa-online.com/, 138-4AveSEInthecommunityCalgaryABT2G4Z6 
Calgary Outdoor Swimming Pools Association, 403-207-5665, jjensen@calgaryoutdoorpools.ca, https://calgaryoutdoorpools.ca/, 426,918-16thAvenueN.W.CalgaryABT2M0K3 
Calgary Horticultural Society, 403-287-3469, volunteer@calhort.org, calhort.org, 20850AvenueSWCalgary,AlbertaT2S2S1CalgaryABT2S2S1 
Calgary Opera, 403-802-3415, volunteer@calgaryopera.com, http://volunteers.calgaryopera.com/, 13157StSWCalgaryABT2R1A5 
Calgary Local Immigrant Partnership (CLIP), 403-268-6443, CLIP@Calgary.ca, www.calgary.ca/clip, 31510AvenueSECalgaryABT2P2M5 
Calgary Keys to Recovery Society, 403-244-5397, karen@keystorecovery.ca, www.keystorecovery.ca, 201,327-41AveNECalgaryABT2E2N4 
Calgary Prairie Rose, Canadian Progress Club, 403-123-1234, info@prairieroseprogressclub.ca, www.prairieroseprogressclub.ca, CentralCalgaryCalgaryABT3C1C9 
Calgary John Howard Society, 403-266-4566, volunteers@cjhs.ca, www.cjhs.ca, 917-9Ave.S.E.CalgaryABT2G0S5 
Calgary Quidditch Club, 403-830-6341, info@calgaryquidditch.ca, www.calgaryquidditch.ca, CalgaryCalgaryABT2R1B5 
Calgary Public Library, 403-260-2629, volunteers@calgarylibrary.ca, , CentralLibrary8003rdStreetSECalgaryABT2G2M2 
