World Youth Education and Empowerment, 000-000-0000, info@worldyoutheducation.org, https://worldyoutheducation.org/, LivingstonViewNECalgaryABT3P0Z5 
WinSport Canada (formerly Calgary Olympic Development Asso), 403-247-5409, mmungarlumley@winsport.ca, www.winsport.ca, 88CanadaOlympicRoadSWCalgaryABT3B5R5 
Wellspring Calgary SE, 587-747-0260, nikif@wellspringcalgary.ca, www.wellspringcalgary.ca , 120,70364thAveSECalgaryABT2H2C3 
Vecova Centre for Disability Services and Research, 403-284-1121, slupas@vecova.ca, vecova.ca, 330433rdStNWCalgaryABT2L2A6 
Wings of Hope Breast Cancer Foundation, 403-815-2702, info@wings-of-hope.com, www.wings-of-hope.com, POBox84007MarketMall3625ShaganappiTrailNWCalgaryABT3A5C4 
We're Together Ending Poverty (WTEP), 403-277-1957, rosemarybrown@shaw.ca, https://wtepyyc.wordpress.com    parts still under construction, 394St.N.E.CalgaryABT2E3R6 
WP Puppet Theatre Society, 403-619-2501, admin@wppuppet.com, http://www.wppuppet.com, Box61116KensingtonPOCalgaryABT2N4S6 
Women in Need Society of Calgary, 403-255-5102, volunteer@womeninneed.net, www.womeninneed.net, #1,352526AvenueSECalgaryABT2B2M9 
Westmount Charter School Society, 403-217-3707, karen.shaul@westmountcharter.com, www.westmountcharter.com, 728-32StreetNWCalgaryABT2N2V9 
Varsity Community Association, 403-288-9001, info@vcacalgary.com, www.vcacalgary.com, 4303VarsityDrNWCalgaryABT3A0Z7 
Wellspring Calgary NW , 403-521-5292, nancybc@wellspringcalgary.ca, www.wellspringcalgary.ca, 1404HomeRd.NWCalgaryABT3B1G7 
Youth Central, 403-266-5448, info@youthcentral.com, www.youthcentral.com, #820,105-12AveSECalgaryABT2G1A1 
We Did It! School-Age Care Society, 403-663-0742, info@wediditschoolagecare.com, www.wedidit.ca, 18StrathleaGroveSWCalgaryABT3H5C5 
Women's Centre of Calgary, 403-264-1155, sandra@womenscentrecalgary.org, http://www.womenscentrecalgary.org, 394StreetNECalgaryABT2E3R6 
Westwinds Communities, 403-652-8600, cadmin@westwindscommunities.ca, www.westwindscommunities.ca , 833-9StreetSWHighRiverABT1S1W5 
Will For Riding Foundation, 403-470-0649, VolunteerWFRF@Gmail.com, http://www.willforridingfoundation.com/, 123TimberstoneCrtSWCalgaryABT3Z3M6 
Wood's Homes, 403-270-1750, avemaria.beltran@woodshomes.ca, www.woodshomes.ca, 80537StreetNWCalgaryABT2N4N8 
YouQuest Young Onset Dementia Association, 403-255-7018, volunteer@youquest.ca, www.YouQuest.ca, SAITRecreation:WellnessCentreCalgaryABT2M0L4 
Youths Can Fish 2, 403-719-0723, youthscanfish2@shaw.ca, www.youthscanfish2.ca, SaddlebrookPlaceNECalgaryABT3J5M3 
Venturers Society of Calgary, 403-278-8774, vensoc2@shaw.ca, venturers.ca, FishCreekProvincialParkCalgaryABT2P2M7 
Volunteer Cochrane/FCSS, 403-851-2250, Renita.Bartlett@cochrane.ca, https://www.cochrane.ca/391/FCSS, 209SecondAvenueWCochraneABT4C2K8 
Young Women in Energy, 403-836-7718, volunteer@youngwomeninenergy.com, www.youngwomeninenergy.com, 600,6308AvenueSWCalgaryABT2P1G6 
Vibrant Communities Calgary, 403-283-2193, info@vibrantcalgary.com, www.vibrantcalgary.com, 400,119-14StNWCalgaryABT2N1Z6 
YMCA Calgary, 403-542-5377, volunteer@calgary.ymca.ca, https://www.ymcacalgary.org/, 1013rdStSWCalgaryABT3G3S3 
