Lupus Society of Alberta, 888-242-9182, lupuslsa@shaw.ca, http://www.lupus.ab.ca, LupusSocietyofAlbertaSuite802-5920MacleodtrailsouthCalgaryABT2H0K2 
Missing Children Society of Canada, 403-291-0705, bmantle@mcsc.ca, www.mcsc.ca, #219,3501-23stNECalgaryABT2E6V8 
Lunchbox Theatre, 403-265-4292, audience.services@lunchboxtheatre.com, , 1159AveSESuite160CALGARYABT2G0P5 
Marda Loop Justice Film Festival Society, 587-434-1669, admin@justicefilmfestival.ca, http://www.justicefilmfestival.ca, 381814aStSWCalgaryABT2T3Y2 
Lougheed House Conservation Society, 403-244-6333, hrohm@lougheedhouse.com, www.lougheedhouse.com, LougheedHouseNationalandProvincialHistoricSite70713thAvenueSWCalgaryABT2R0K8 
Missing Children Society of Canada, 905-730-5217, rbrown@mcsc.ca, www.mcsc.ca, 1270-73AveSECalgaryABT2H2V5 
Medical Mercy Canada, 403-717-0933, admin@medicalmercycanada.org, www.medicalmercycanada.org, Bay61216-34thAveNECalgaryABT2E6L9 
Millican Ogden Community Association & SE Calgary Community Resource Centre, 403-720-3322, contactus@secalgarycrc.ca, www.millicanogdencommunity.com, 273476AvenueSE690120ASTREETSECalgaryABT2C4W9 
LINKages Society of Alberta, 403-249-0853, miriam.bankey@link-ages.ca, www.link-ages.ca, 72028thStreetNE,Suite130CalgaryABT2A6R3 
Look Good Feel Better, 403-554-1118, mpilon@lgfb.ca, www.lgfb.ca, 100WindermereRdSWCalgaryABT3C3K5 
Made by Momma, 403-969-0401, volunteer@madebymomma.org, www.madebymomma.org, 6621StreetNWCalgaryABT2N4T9 
Mary's Meals Canada, 855-702-0330, Jill.Mowser@marysmeals.org, https://www.marysmeals.ca/en/get-involved/volunteer/, Home-basedand/orinyourlocalcommunityCanada-wideABT2Y2Z0 
Little Library's Food Drop-Off during COVID-19, 123-456-7890, littlelibrariescanbepantries@covid19providingfoodtothoseinneed.org, , 123410avecalgaryABT2T1G9 
Manor Village: Staywell Manor, 403-242-4688, ActivitiesB@sw.themanorvillage.com, , 174YpresGreenSWCalgaryABT2T6M2 
Mennonite Central Committee Alberta, 403-275-6935, officealberta@mccab.ca, , 210,294632stneCalgaryABT1Y6J7 
Mennonite Central Committee Alberta Circles of Support and Accountability (MCCA CoSA), 403-275-6935, cosa@mccab.ca, mccab.ca/cosa, 294632StreetNECalgaryABT1Y6J7 
Mission Thrift Store, 403-995-8099, okotoks_assistant@missionthriftstore.com, missionthriftstore.com, 216StocktonAveOkotoksABT1S1B7 
MEOW Foundation, 403-230-6033, volunteer@meowfoundation.com, www.meowfoundation.com, 35SkylineCresNECalgaryABT2K5X2 
Ethel M Johnson Fundraising Society, 403-701-9268, emjcouncil@gmail.com, , 255SackvilleDriveSWCalgaryABT2W0W7 
Momentum, 403-204-2697, volunteer@momentum.org, http://momentum.org/, 16-2936RadcliffeDrSE,MomentumCalgaryABT2A6M8 
major minor music project, 587-889-0978, gpaulmackenzie@hotmail.com, majorminormusic.org, variousvenuesCALGARYABT2B0P9 
Make A Wish Southern AB, 403-228-3666, april.cote@makeawish.ca, www.makeawishsa.ca, 230824STSWCalgaryCalgaryABT2T5H8 
McMan Youth Family & Community Services, 403-508-7752, darlene.petrie@mcman.ca, www.mcmancalgary.ca, 153825AvenueNECalgaryABT2E8Y3 
Making Changes Association, 403-262-5776, volunteer@makingchangesassociation.ca, www.makingchangesassociation.ca, 65161ASTSWCalgaryABT2H0G6 
