Chestermere Regional Food Bank Foundation, 403-273-0777, m.oel@outlook.com, www.chestermerefoodbank.ca, #105,100RainbowRoadChestermereABT1X0V2 
Children's Wish Foundation of Canada - Alberta Chapter, 403-265-9039, denise.legeyt@childrenswish.ca, www.childrenswish.ca, 270,2323-32AvenueN.E.CalgaryABT2E6Z3 
Children's Link Society, The, 403-230-9158, tannis.sigfusson@childrenslink.ca, www.childrenslink.ca, #211-8855MacLeodTrailSWCalgaryABT2H0M2 
Clifton Manor (Div. Brenda Strafford Foundation), 587-952-6036, CM.volunteer@thebsf.ca, www.thebsf.ca, 4726-8aveSECalgaryABT2A0A8 
CJSW - University of Calgary Student Radio Society, 403-220-6563, volunteer@cjsw.com, cjsw.com, Rm312MacEwanHall,2500UniversityDrNWCalgaryABT2N1N4 
Cochrane Activettes, 403-932-9290, info@cochraneactivettes.com, https://www.cochraneactivettes.com, 30GriffinIndustrialPointCochraneABT4C0A2 
Chic Geek, 403-971-8413, jane.whitton@thechicgeek.ca, www.thechicgeek.ca, WorkNicer6308AveSW#600CalgaryABT2P1G6 
City of Calgary - Community Services, 403-268-2489, parksvolunteer@calgary.ca, www.calgary.ca, POBox2100StnMCalgaryABT2P2M5 
ChatterBox Theatre Society, 587-356-1573, contact@chatterboxtheatresociety.com, https://www.chatterboxtheatresociety.com/, 165MTLorettePlaceSECalgaryABT2Z2M1 
CommunityWise Resource Centre (Formerly the Old Y Centre), 403-261-9660, erin@communitywise.net, www.communitywise.net, 22312AvenueSWCalgaryABT2R0G9 
Cochrane and Area Events Society, 403-805-4482, caes.volunteer@gmail.com, http://www.cochraneevents.ca/, 209SecondAvenueWCochraneABT4C2K8 
Children's Cottage Society, 403-233-2680, pbannerman@childrenscottage.ab.ca, www.childrenscottage.ab.ca, 845McDougallRoadN.E.192128THStreetS.W.CalgaryABT2E5A5 
Closer to Home Community Services, 403-543-0550, volunteer@closertohome.com, www.closertohome.com, 3507A17AvenueSWCalgaryABT3E0B6 
Children's International Summer Villages (CISV), 403-512-4041, volunteers@cisvcalgary.org, www.cisvcalgary.com, 223-12thAveS.W.CalgaryABT2R0G9 
City of Calgary, 403-268-2489, jeff.louis@calgary.ca, www.calgary.ca/volunteer, P.O.Box2100,Stn.MCalgaryABT2P2M5 
Cochrane Society for Housing Options, 403-851-2261, cburns@csho.ca, www.csho.ca, 2092AveWestCochraneABABT4C2K8 
Commissionaires of Southern Alberta, 403-815-0317, colleen@poundglobal.com, https://commissionaires-sa.ca, 110753AVENECalgaryABT2E6X9 
Columbia Learning Society, 403-235-9300, jocelyney@columbia.ab.ca, , 802ManningRoadNECalgaryABT2E7N8 
Cochrane & Area Humane Society, 403-932-2072, shelter@cochranehumane.ca, www.cochranehumane.ca, 62GriffinIndustrialPointCochraneABT4C0A3 
Colour Factor, 587-284-8051, welcome@thecolourfactor.com, https://www.eventbrite.ca/e/the-colour-factor-presents-heart-work-tickets-90550895165?utm-medium=discovery&utm-campaign=social&utm-content=attendeeshare&aff=escb&utm-source=cp&utm-term=listing, 508-91710thAveSWCalgaryABT2R0T2 
Children's Birthday Miracles, 403-827-2871, sairosekassam@hotmail.com, www.childrensbirthdaymiracles.com, 192128thStSWCalgaryABT3E2H1 
Community Mediation Calgary Society, 403-269-2707, membership@communitymediation.ca, www.communitymediation.ca, AcrosstheCityCalgaryABT2E6X3 
Community Connections During COVID-19, 123-456-7890, connecting@covid19.org, , 123410aveCalgaryABT2T1G9 
Community LAMDA, 403-252-7991, shklar@shaw.ca, http://mylamda.com/, 5920MacleodTrailSECalgaryABT2V2P6 
