Calgary Chinese Elderly Citizens' Association, 403-269-6122, celia.li@cceca.ca, , 111RiverfrontAveSWCalgaryABT2P4Y8 
Calgary Dental Assistants Association, 403-816-3265, maeghanheck@gmail.com, www.calgaryrda.ca, InglewoodCommunityHall174024AveSECalgaryABT2G1P9 
Calgary Blizzard Soccer Club, 403-680-1131, pennyantoniuk@shaw.ca, https://calgaryblizzard.com/, 5149CountryHillsBlvdNW#252CalgaryABT3A5K8 
Calgary Communities Against Sexual Abuse, 403-237-6905, info@calgarycasa.com, http://www.calgarycasa.com/, Suite700,9107thAveSWCalgaryABT2P3N8 
Calgary Blues Music Association, 403-668-7144, volunteer@calgarybluesfest.com, http://www.calgarybluesfest.com, ShawMillenniumPark(12209AveSW)CalgaryABT2G1P2 
Calgary Counselling Centre, 403-691-5991, intake.coordinator@calgarycounselling.com, www.calgarycounselling.com, 1000,10512AvenueSECalgaryABT2G1A1 
Calgary Corporate Challenge, 403-612-1522, info@calgarycorporatechallenge.com, www.calgarycorporatechallenge.com, 10512AvenueSoutheastCalgaryABT2G1A1 
Calgary Chamber of Voluntary Organizations (CCVO), 403-261-6655, schennells@calgarycvo.org, www.calgarycvo.org, 1175,105–12AvenueSECalgaryABT2G1A1 
Calgary Chinese Community Service Association, 403-265-8446, dtam@cccsa.ca, www.cccsa.ca, 1406CentreStreetN.E.CalgaryABT2E2R9 
Calgary Co-Parenting Centre, 403-238-6063, bcellars@coparenting.ca, www.coparenting.ca, Suite202,4603VarsityDriveNWCalgaryABT3A2V7 
Calgary Bridge Foundation for Youth, 403-230-7745, DKoirala@cbfy.ca, http://www.cbfy.ca/, CBFYProgramsarerunthroughCalgary.PleaselookatthespecificpositionforthespecificlocationCalgaryABT2H0K2 
Calgary Association of Freelance Editors (CAFE), 403-000-0000, calgaryeditors@gmail.com, http://calgaryeditors.com/, TBACalgaryABT2N4S6 
Calgary Centre for Global Community, 403-457-5534, hello@humainologie.com, www.calgarycgc.org; www.humainologie.com, 205,223-12AveNWCalgaryABT2R0G9 
Calgary Arts Development Authority Ltd., 403-264-5330, kaley.beisiegel@calgaryartsdevelopment.com, , 2378AveSE501CalgaryABT2G5C3 
Calgary Drop-In and Rehab Centre Society, 403-699-8279, community@thedi.ca, https://www.calgarydropin.ca/, 1DermotBaldwinWaySECalgaryABT2G0P8 
Calgary Elevate Canadian Progress Club, 403-616-6958, colleenddm@gmail.com, www.elevatecpc.ca, 81517AvenueSWCalgaryABT2T5H7 
Calgary Doula Association, 403-585-8553, diannethedoula@gmail.com, https://www.calgarydoulas.ca/, 182013AveNWCalgaryABT2N1L3 
Calgary Fetal Alcohol Network, 403-249-7215, info@mycfan.ca, https://www.mycfan.ca/, 141-200RivercrestDriveSECalgaryABT2C2X5 
Calgary Exhibition and Stampede Limited, 403-261-9171, volunteerservices@calgarystampede.com, www.calgarystampede.com, 1410OlympicWaySECalgaryABT2G2W1 
Calgary Co-operative Memorial Society, 403-248-2044, admin@calgarymemorial.com, www.calgarymemorial.com, 6Suite204A,223–12thAvenueS.W.CalgaryABT2R0G9 
The Calgary Chinese Elderly Citizens' Association, 403-269-6122, patrick.ng@cceca.ca, www.cceca.ca, 111RiverfrontAvenue,SWCalgaryABT2P4Y8 
Calgary Catholic Immigration Society, 403-290-5753, volunteer@ccisab.ca, https://www.ccisab.ca, 1111-11AvenueSWCalgaryABT2R0G5 
Calgary Climate Hub Association, 403-542-1663, admin@calgaryclimatehub.ca, https://www.calgaryclimatehub.ca/, 31411ASt.NWCalgaryABT2N1X8 
Calgary Dream Centre, 403-243-5598, jmortis@calgarydreamcentre.com, www.calgarydreamcentre.com, 4510MacleodTrailSWCalgaryABT2G0A4 
